onet_soc_code,onet_soc_title,nem_code,nem_title,ooh_profile_code,ooh_profile_title,ooh_profile_website,onet_soc_norm
29-1024.00,Prosthodontists,29-1024,Prosthodontists,B170,Dentists,https://www.bls.gov/ooh/healthcare/dentists.htm,29-1024
29-1029.00,"Dentists, All Other Specialists",29-1029,"Dentists, all other specialists",B170,Dentists,https://www.bls.gov/ooh/healthcare/dentists.htm,29-1029
29-1031.00,Dietitians and Nutritionists,29-1031,Dietitians and nutritionists,B010,Dietitians and nutritionists,https://www.bls.gov/ooh/healthcare/dietitians-and-nutritionists.htm,29-1031
29-1041.00,Optometrists,29-1041,Optometrists,B171,Optometrists,https://www.bls.gov/ooh/healthcare/optometrists.htm,29-1041
29-1051.00,Pharmacists,29-1051,Pharmacists,B172,Pharmacists,https://www.bls.gov/ooh/healthcare/pharmacists.htm,29-1051
29-1071.00,Physician Assistants,29-1071,Physician assistants,B174,Physician assistants,https://www.bls.gov/ooh/healthcare/physician-assistants.htm,29-1071
29-1071.01,Anesthesiologist Assistants,29-1071,Physician assistants,B174,Physician assistants,https://www.bls.gov/ooh/healthcare/physician-assistants.htm,29-1071
29-1081.00,Podiatrists,29-1081,Podiatrists,B175,Podiatrists,https://www.bls.gov/ooh/healthcare/podiatrists.htm,29-1081
29-1122.00,Occupational Therapists,29-1122,Occupational therapists,B177,Occupational therapists,https://www.bls.gov/ooh/healthcare/occupational-therapists.htm,29-1122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",29-1122,Occupational therapists,B177,Occupational therapists,https://www.bls.gov/ooh/healthcare/occupational-therapists.htm,29-1122
29-1123.00,Physical Therapists,29-1123,Physical therapists,B178,Physical therapists,https://www.bls.gov/ooh/healthcare/physical-therapists.htm,29-1123
29-1124.00,Radiation Therapists,29-1124,Radiation therapists,B179,Radiation therapists,https://www.bls.gov/ooh/healthcare/radiation-therapists.htm,29-1124
29-1125.00,Recreational Therapists,29-1125,Recreational therapists,B180,Recreational therapists,https://www.bls.gov/ooh/healthcare/recreational-therapists.htm,29-1125
29-1126.00,Respiratory Therapists,29-1126,Respiratory therapists,B181,Respiratory therapists,https://www.bls.gov/ooh/healthcare/respiratory-therapists.htm,29-1126
29-1127.00,Speech-Language Pathologists,29-1127,Speech-language pathologists,B182,Speech-language pathologists,https://www.bls.gov/ooh/healthcare/speech-language-pathologists.htm,29-1127
29-1128.00,Exercise Physiologists,29-1128,Exercise physiologists,B395,Exercise physiologists,https://www.bls.gov/ooh/healthcare/exercise-physiologists.htm,29-1128
29-1129.00,"Therapists, All Other",29-1129,"Therapists, all other",—,,,29-1129
29-1129.01,Art Therapists,29-1129,"Therapists, all other",—,,,29-1129
29-1129.02,Music Therapists,29-1129,"Therapists, all other",—,,,29-1129
29-1131.00,Veterinarians,29-1131,Veterinarians,B183,Veterinarians,https://www.bls.gov/ooh/healthcare/veterinarians.htm,29-1131
29-1141.00,Registered Nurses,29-1141,Registered nurses,B176,Registered nurses,https://www.bls.gov/ooh/healthcare/registered-nurses.htm,29-1141
29-1141.01,Acute Care Nurses,29-1141,Registered nurses,B176,Registered nurses,https://www.bls.gov/ooh/healthcare/registered-nurses.htm,29-1141
29-1141.02,Advanced Practice Psychiatric Nurses,29-1141,Registered nurses,B176,Registered nurses,https://www.bls.gov/ooh/healthcare/registered-nurses.htm,29-1141
29-1141.03,Critical Care Nurses,29-1141,Registered nurses,B176,Registered nurses,https://www.bls.gov/ooh/healthcare/registered-nurses.htm,29-1141
29-1141.04,Clinical Nurse Specialists,29-1141,Registered nurses,B176,Registered nurses,https://www.bls.gov/ooh/healthcare/registered-nurses.htm,29-1141
29-1151.00,Nurse Anesthetists,29-1151,Nurse anesthetists,B017,"Nurse anesthetists, nurse midwives, and nurse practitioners",https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,29-1151
29-1161.00,Nurse Midwives,29-1161,Nurse midwives,B017,"Nurse anesthetists, nurse midwives, and nurse practitioners",https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,29-1161
29-1171.00,Nurse Practitioners,29-1171,Nurse practitioners,B017,"Nurse anesthetists, nurse midwives, and nurse practitioners",https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,29-1171
29-1181.00,Audiologists,29-1181,Audiologists,B011,Audiologists,https://www.bls.gov/ooh/healthcare/audiologists.htm,29-1181
29-1211.00,Anesthesiologists,29-1211,Anesthesiologists,B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1211
29-1212.00,Cardiologists,29-1212,Cardiologists,B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1212
29-1213.00,Dermatologists,29-1213,Dermatologists,B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1213
29-1214.00,Emergency Medicine Physicians,29-1214,Emergency medicine physicians,B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1214
29-1215.00,Family Medicine Physicians,29-1215,Family medicine physicians,B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1215
29-1216.00,General Internal Medicine Physicians,29-1216,General internal medicine physicians,B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1216
29-1217.00,Neurologists,29-1217,Neurologists,B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1217
29-1218.00,Obstetricians and Gynecologists,29-1218,Obstetricians and gynecologists,B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1218
29-1221.00,"Pediatricians, General",29-1221,"Pediatricians, general",B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1221
29-1222.00,"Physicians, Pathologists",29-1222,"Physicians, pathologists",B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1222
29-1223.00,Psychiatrists,29-1223,Psychiatrists,B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1223
29-1224.00,Radiologists,29-1224,Radiologists,B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1224
29-1229.00,"Physicians, All Other",29-1229,"Physicians, all other",B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1229
29-1229.01,Allergists and Immunologists,29-1229,"Physicians, all other",B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1229
29-1229.02,Hospitalists,29-1229,"Physicians, all other",B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1229
29-1229.03,Urologists,29-1229,"Physicians, all other",B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1229
29-1229.04,Physical Medicine and Rehabilitation Physicians,29-1229,"Physicians, all other",B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1229
29-1229.05,Preventive Medicine Physicians,29-1229,"Physicians, all other",B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1229
29-1229.06,Sports Medicine Physicians,29-1229,"Physicians, all other",B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1229
29-1241.00,"Ophthalmologists, Except Pediatric",29-1241,"Ophthalmologists, except pediatric",B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1241
29-1242.00,"Orthopedic Surgeons, Except Pediatric",29-1242,"Orthopedic surgeons, except pediatric",B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1242
29-1243.00,Pediatric Surgeons,29-1243,Pediatric surgeons,B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1243
29-1249.00,"Surgeons, All Other",29-1249,"Surgeons, all other",B173,Physicians and surgeons,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,29-1249
29-1291.00,Acupuncturists,29-1291,Acupuncturists,—,,,29-1291
29-1292.00,Dental Hygienists,29-1292,Dental hygienists,B185,Dental hygienists,https://www.bls.gov/ooh/healthcare/dental-hygienists.htm,29-1292
29-1299.00,"Healthcare Diagnosing or Treating Practitioners, All Other",29-1299,"Healthcare diagnosing or treating practitioners, all other",—,,,29-1299
29-1299.01,Naturopathic Physicians,29-1299,"Healthcare diagnosing or treating practitioners, all other",—,,,29-1299
29-1299.02,Orthoptists,29-1299,"Healthcare diagnosing or treating practitioners, all other",—,,,29-1299
29-2011.00,Medical and Clinical Laboratory Technologists,29-2010,Clinical laboratory technologists and technicians,B184,Clinical laboratory technologists and technicians,https://www.bls.gov/ooh/healthcare/clinical-laboratory-technologists-and-technicians.htm,29-2011
29-2011.01,Cytogenetic Technologists,29-2010,Clinical laboratory technologists and technicians,B184,Clinical laboratory technologists and technicians,https://www.bls.gov/ooh/healthcare/clinical-laboratory-technologists-and-technicians.htm,29-2011
29-2011.02,Cytotechnologists,29-2010,Clinical laboratory technologists and technicians,B184,Clinical laboratory technologists and technicians,https://www.bls.gov/ooh/healthcare/clinical-laboratory-technologists-and-technicians.htm,29-2011
29-2011.04,Histotechnologists,29-2010,Clinical laboratory technologists and technicians,B184,Clinical laboratory technologists and technicians,https://www.bls.gov/ooh/healthcare/clinical-laboratory-technologists-and-technicians.htm,29-2011
29-2012.00,Medical and Clinical Laboratory Technicians,29-2010,Clinical laboratory technologists and technicians,B184,Clinical laboratory technologists and technicians,https://www.bls.gov/ooh/healthcare/clinical-laboratory-technologists-and-technicians.htm,29-2012
29-2012.01,Histology Technicians,29-2010,Clinical laboratory technologists and technicians,B184,Clinical laboratory technologists and technicians,https://www.bls.gov/ooh/healthcare/clinical-laboratory-technologists-and-technicians.htm,29-2012
29-2031.00,Cardiovascular Technologists and Technicians,29-2031,Cardiovascular technologists and technicians,B186,Cardiovascular technologists and technicians,https://www.bls.gov/ooh/healthcare/cardiovascular-technologists-and-technicians.htm,29-2031
29-2032.00,Diagnostic Medical Sonographers,29-2032,Diagnostic medical sonographers,B187,Diagnostic medical sonographers,https://www.bls.gov/ooh/healthcare/diagnostic-medical-sonographers.htm,29-2032
29-2033.00,Nuclear Medicine Technologists,29-2033,Nuclear medicine technologists,B188,Nuclear medicine technologists,https://www.bls.gov/ooh/healthcare/nuclear-medicine-technologists.htm,29-2033
29-2034.00,Radiologic Technologists and Technicians,29-2034,Radiologic technologists and technicians,B189,Radiologic and MRI technologists,https://www.bls.gov/ooh/healthcare/radiologic-technologists.htm,29-2034
29-2035.00,Magnetic Resonance Imaging Technologists,29-2035,Magnetic resonance imaging technologists,B189,Radiologic and MRI technologists,https://www.bls.gov/ooh/healthcare/radiologic-technologists.htm,29-2035
29-2036.00,Medical Dosimetrists,29-2036,Medical dosimetrists,B400,Medical dosimetrists,https://www.bls.gov/ooh/healthcare/medical-dosimetrists.htm,29-2036
29-2042.00,Emergency Medical Technicians,29-2042,Emergency medical technicians,B190,EMTs and paramedics,https://www.bls.gov/ooh/healthcare/emts-and-paramedics.htm,29-2042
29-2043.00,Paramedics,29-2043,Paramedics,B190,EMTs and paramedics,https://www.bls.gov/ooh/healthcare/emts-and-paramedics.htm,29-2043
29-2051.00,Dietetic Technicians,29-2051,Dietetic technicians,—,,,29-2051
29-2052.00,Pharmacy Technicians,29-2052,Pharmacy technicians,B191,Pharmacy technicians,https://www.bls.gov/ooh/healthcare/pharmacy-technicians.htm,29-2052
29-2053.00,Psychiatric Technicians,29-2053,Psychiatric technicians,B203,Psychiatric technicians and aides,https://www.bls.gov/ooh/healthcare/psychiatric-technicians-and-aides.htm,29-2053
29-2055.00,Surgical Technologists,29-2055,Surgical technologists,B193,Surgical assistants and technologists,https://www.bls.gov/ooh/healthcare/surgical-technologists.htm,29-2055
29-2056.00,Veterinary Technologists and Technicians,29-2056,Veterinary technologists and technicians,B194,Veterinary technologists and technicians,https://www.bls.gov/ooh/healthcare/veterinary-technologists-and-technicians.htm,29-2056
